aspect_ratio_index,taper_ratio_index,aspect_ratio,taper_ratio,binary_feasibility_score,raw_score
49,1,7.2000000000000002,0.20000000000000001,1,1.2384225516011742
50,1,7.2249999999999996,0.20000000000000001,1,1.2399934069614673
51,1,7.25,0.20000000000000001,1,1.242060962526756
52,1,7.2750000000000004,0.20000000000000001,1,1.2445989374373163
53,1,7.2999999999999998,0.20000000000000001,1,1.2476056364604631
54,1,7.3250000000000002,0.20000000000000001,1,1.2511023383380802
55,1,7.3499999999999996,0.20000000000000001,1,1.2551026251249908
56,1,7.375,0.20000000000000001,1,1.2596066933295513
57,1,7.4000000000000004,0.20000000000000001,1,1.2646013274784833
58,1,7.4249999999999998,0.20000000000000001,1,1.2700601964013847
59,1,7.4500000000000002,0.20000000000000001,1,1.2759441709359527
60,1,7.4749999999999996,0.20000000000000001,1,1.2822016762897253
61,1,7.5,0.20000000000000001,1,1.2887691344525807
62,1,7.5250000000000004,0.20000000000000001,1,1.2955715727643711
63,1,7.5499999999999998,0.20000000000000001,1,1.3025234939700154
64,1,7.5750000000000002,0.20000000000000001,1,1.309530122054551
65,1,7.5999999999999996,0.20000000000000001,1,1.3164891538668788
66,1,7.625,0.20000000000000001,1,1.3232931528544962
67,1,7.6500000000000004,0.20000000000000001,1,1.3298327084319794
68,1,7.6749999999999998,0.20000000000000001,1,1.3360004396611704
69,1,7.7000000000000002,0.20000000000000001,1,1.3416958314146552
70,1,7.7249999999999996,0.20000000000000001,1,1.3468307469771901
71,1,7.75,0.20000000000000001,1,1.3513352708057766
72,1,7.7750000000000004,0.20000000000000001,1,1.3551633329874124
73,1,7.7999999999999998,0.20000000000000001,1,1.3582974155656151
74,1,7.8250000000000002,0.20000000000000001,1,1.3607516151584278
75,1,7.8499999999999996,0.20000000000000001,1,1.3625724856344748
76,1,7.875,0.20000000000000001,1,1.3638373929918646
77,1,7.9000000000000004,0.20000000000000001,1,1.3646504886813298
78,1,7.9249999999999998,0.20000000000000001,1,1.3651367098225184
79,1,7.9500000000000002,0.20000000000000001,1,1.3654343174945325
80,1,7.9749999999999996,0.20000000000000001,1,1.3656862970888937
81,1,8,0.20000000000000001,1,1.3660303995280907
82,1,8.0250000000000004,0.20000000000000001,1,1.3665867479959686
83,1,8.0500000000000007,0.20000000000000001,1,1.3674416790892823
84,1,8.0749999999999993,0.20000000000000001,1,1.3686296130761797
85,1,8.0999999999999996,0.20000000000000001,1,1.3701209166884962
86,1,8.125,0.20000000000000001,1,1.3718215258728839
